title,txt,rating,revdate
Very quiet. Was amazed at how little dishwasher soap it takes to get the dishes perfectly clean! ...,Very quiet. Was amazed at how little dishwasher soap it takes to get the dishes perfectly clean! I know it uses less water and energy than my old Kitchen Aid too. I do use the rinse agent with each load. I have always done air dry so don't mind if the plastic is still a bit wet after running the load. I took the silverware basket completely out and use the top 3rd rack for silverware. Leaves more room in the bottom rack for larger items. Nice to have the middle rack that moves up and down to customize your load depending on what height you need for each section.,100,"January 15, 2019"
The machine is super-quiet with a light that is on...,"The machine is super-quiet with a light that is on when running. Cleaning is excellent. Loading patterns are somewhat different than US machines and requires some adjustments depending upon dish designs and shapes. Drying takes longer than heated machines. In all, we are very satisfied.",100,"January 15, 2019"
Nice dishwasher. Very quiet when running. The silverware drawer is...,Nice dishwasher. Very quiet when running. The silverware drawer is a nice touch.,80,"January 15, 2019"
"Great product, exceeded expectations. ...","Great product, exceeded expectations.",100,"January 15, 2019"
"Man this thing is super quite, Does the job of cleaning dishes like a PRO!","Man this thing is super quite, Does the job of cleaning dishes like a PRO!",100,"January 15, 2019"
This is by far the best dishwasher I’ve owned. Very...,This is by far the best dishwasher I’ve owned. Very happy with the installer and the quality of this appliance.,100,"January 15, 2019"
"Really gets my dishes clean...Also, I like the top drawer...","Really gets my dishes clean...Also, I like the top drawer for silverware. Really easy to load. The second rack seems a little wobbly at times and I will need to figure out a configuration for my large mugs....they don't fit well; it's designed for little cups.",100,"January 14, 2019"
Dishes are clean BUT very wet -especially plastics,Very quiet but cutlery is often dirty and very wet. Plastics and cutlery all have to be hand dried when removed from completed cycle [This review was collected as part of a promotion.],60,"January 13, 2019"
"Easy install,super quiet, excellent rack layout","Easy install,super quiet, excellent rack layout",100,"January 9, 2019"
Quiet and efficient. Does a great job of cleaning the dishes.,Quiet and efficient. Does a great job of cleaning the dishes.,100,"January 8, 2019"
Dishes don't dry even when you use the sanitize and...,"Dishes don't dry even when you use the sanitize and extra dry settings. Dishes mostly come out clean without prerinsing so that is helpful. It was expensive to install, so it's not really worth the hassle to uninstall it and return it, but I wouldn't recommend this model.",60,"January 8, 2019"
We have had our Bosch dishwasher for a week now - love it!! Can fit so much more into it than int...,"We have had our Bosch dishwasher for a week now - love it!! Can fit so much more into it than into our old one, is very quiet and cleans well!!",100,"January 8, 2019"
"After only about 10 days, we are very happy with...","After only about 10 days, we are very happy with this purchase.  It cleans very well.",100,"January 8, 2019"
The dishwasher cleans like a champ and it’s is silent...,The dishwasher cleans like a champ and it’s is silent,100,"January 8, 2019"
Great dishwasher. Really quiet. ...,Great dishwasher. Really quiet.,100,"January 8, 2019"
Love the Bosch. It’s very quiet. The door is a...,"Love the Bosch. It’s very quiet. The door is a little heavy for me, but that probably contributes to the noise reduction.  Excellent.",100,"January 8, 2019"
Dishwasher,I can not get over how quiet this dishwasher operates!  Oh and it cleans the dishes well as well!,100,"January 7, 2019"
Installation is not that easy in that all the connections...,"Installation is not that easy in that all the connections have to be made before moving the dishwasher in place.  Mounting brackets are thin and difficult to install on the bottom of the bullnose.  You cannot see under neath the dishwasher because of the way it's built, another negative.",80,"January 6, 2019"
This dishwasher holds more dishes than my previous one. It...,This dishwasher holds more dishes than my previous one. It is so quiet you can hardly hear it running.,100,"January 1, 2019"
working nicely- no complaints after 2 weeks...,working nicely- no complaints after 2 weeks,100,"January 1, 2019"
IT WORKS VERY WELL!,IT WORKS VERY WELL!,100,"January 1, 2019"
Nice and quiet. Only wish someone made a dishwasher that...,Nice and quiet. Only wish someone made a dishwasher that dried plastic good.,100,"January 1, 2019"
Crazy quiet! Hard to tell when it's running. Love it....,Crazy quiet! Hard to tell when it's running. Love it.,100,"January 1, 2019"
"Bosch dishwasher is great, however it took 5 visits and numerous phone calls to get the dishwashe...","Bosch dishwasher is great, however it took 5 visits and numerous phone calls to get the dishwasher installed.  Numerous attempts by service personnel who didn’t bring the proper water supply hoses or correct drain hose to install this unit.  I think there are communication issues between your departments.",100,"January 1, 2019"
