title,txt,rating,revdate
Doesn't dry dishes completely.,Dishes do not dry completely.  There is water on the dishes 24 hours later.  Tub has condensation on walls for several days,60,"April 18, 2019"
"Cleans great, very quiet",We're loving our new dishwasher. No longer have to put things through the wash cycle twice.  It's so quiet you don't hardly know it's running. Love the top rack,100,"April 17, 2019"
Would not buy again,The washer is very quiet. It does clean the dishes well. The drying part does not work. I have tried all the settings but every load is wet no matter what I have tried.,40,"April 13, 2019"
Great features and runs very quietly!!,"I love it so far!  Runs quietly and the boost wash is fantastic for hard to clean items and love the fact that I can sanitize all the dishes, glasses, cups, pots, and pans. By using the sanitize function, it cuts down on colds and viruses being transferred to other family members and friends.",100,"April 11, 2019"
Easy to use and washes great,Super quite.  Love the third trey.  Looks great in the kitchen.,100,"April 10, 2019"
Very Nice product,Love the silverware rack location. Also the operating quietness. I don't think anyone would go wrong purchasing this dishwasher.,100,"April 9, 2019"
Cleans well —- Thats the Goal,Dishwasher cleans well.  I’m  not sure I like the spacing on the lower rack.     The electronics panel went out 3 mos after I bought it.  Still waiting over 30 days  for part that’s on backorder ...,80,"April 7, 2019"
this is a very good unit,"I like this unit better than the unit it replaced because; #1, it works and the other one was failing #2, the third rack for forks, spoons and knifes #3, the stainless steel tub is a very good upgrade #4, It brews tea better.",100,"April 4, 2019"
This dishwasher is perfect for our needs.,I love this dishwasher. Our dishes come out clean every time. I love having a choice to use the third rack or the baskets with covers for silverware to keep each piece of silverware separated. I don’t rinse my dishes but I do wipe them a bit with a paper towel to keep the filter clean. I really like that even with the piranha grinder feature that the dishwasher is still quiet in our open concept home.,100,"April 3, 2019"
Dishwasher,Can’t seem to get top rack to go in aonthe door can ahilut without force,40,"April 3, 2019"
Fast & Efficient,I love our new dishwasher. The features are great and has many options. The look is sleek and easy to clean the outside. I highly recommend.,100,"April 3, 2019"
Our first automatic dishwasher,Still getting used to having an automatic dishwasher. It is a nice convenience.,80,"April 2, 2019"
Good machine,The dishwasher washes dishes great but the design of the silverware rack sucks. The ends fall off if you look at them wrong. Needs work.,80,"April 1, 2019"
So Quiet,This is a beautiful addition to my kitchen. Super quiet and dishes are dry without streaking...thanks to Finish drying agent. Love the hidden top drawer for smaller items and the hidden top control panel. It makes machine sleek and very attractive. Has many settings to customize your wash cycles. You can wash both upper lower shelves together or just keep one to only wash that shelf.,100,"March 31, 2019"
Great Features! Quiet!,Love the hidden controls & the option to was only top or bottom. I also love that I can move the top rack up or down to allow more room on top or bottom.,100,"March 30, 2019"
Came with problems,Right out of the box the start button stuck. It 4 visits from technicians to get it fixed. It appears to be working now.,40,"March 29, 2019"
Good deal for price point,Very quite and plenty of room for all sizes of pots and pans.  Love the 3rd area at top for flat objects.  Plenty of wash options.  Dishes come out streak free,100,"March 28, 2019"
Cleans the dishes!,"This dishwasher cleans the dishes well. Might seem like a trivial comment, but I have had several through the years that did not do a good job. This one does.",100,"March 27, 2019"
Love it except for one thing!,"We have had this dishwasher installed for about 2 months now.  Pros:  quiet!, love the 3rd upper rack, the lower rack fits our dishes and bowls perfectly, cleans well, controls are easy to operate, the silverware basket is great.  Cons:  I only have one, but it is a BIG one.  The location of the soap dispenser.  It took us about a month before we encountered a big problem.  If you put anything in the lower rack close to the soap dispenser, it inhibits the opening of the soap dispenser door and the dishes do not get clean.  This has happened to us 3 times now.  If they had just made the lower rack a bit shorter, this would not have been a problem.  Even something as simple as a skinny water bottle will cause this problem.  The workaround is to not put anything in the middle of the lower rack closest to the door.  But that is wasting valuable dishwasher real estate.  But all in all we are still happy with our purchase but slightly disappointed that is not a 5 star dishwasher.",80,"March 25, 2019"
love that little drawer on top,"We love the dishwasher...it took three times to get it cause the delivery company are not good, but glad we picked this one. I love that I can just wash the lower rack and I love that third little drawer on top...I just need to remember to empty it.",100,"March 20, 2019"
"So far, so good!","It is incredibly quiet. So quiet in fact that I have checked it a couple times for leaks because I could hear the water running over the sound of the machine. The only thing so far is a funny smell, but I bought the Finish dishwasher cleaner pods and I haven't smelled it since.",80,"March 19, 2019"
Very quiet,Would like better spacing (closer)  in the bottom rack for dish plates.,80,"March 13, 2019"
Love it,The dishwasher is quiet and exactly what we were looking for.  It's a very nice looking unit.,100,"March 13, 2019"
Ultra Quiet,Slick design.  Very quiet while running.  Cycles on are the long side.,80,"March 13, 2019"
Great features,I love it.  It is quiet and large enough to serve my famiy’s needs.  I like the choices I have for wash cycles and I love that third drawer.,100,"March 13, 2019"
Classy & works great!,"After 18 years my old dishwasher racks were rusting out.  Wanted to get something to match my stove, also a GE.  Saw this model at an unbelievable price.  Many different features that I am still learning to use as well as adjustable racks to help fit different sizes and best of all, very quiet and does a great job on the dishes.",100,"March 10, 2019"
